,Component_1 (24.982%),Component_2 (7.833%),Component_3 (3.916%),Component_4 (6.497%),Component_5 (2.502%),Component_6 (2.771%),Component_7 (1.387%),Component_8 (2.172%),Component_9 (1.739%),Component_10 (1.422%)
range_therm_cond_divi_mol_vol,0.016,0.007,0.005,-0.024,0.007,0.015,0.005,0.037,0.0,0.023
range_therm_cond_divi_mp,-0.014,-0.015,-0.0,0.006,-0.002,-0.002,-0.072,-0.007,-0.009,-0.013
range_therm_cond_divi_polzbl,0.01,-0.024,-0.01,-0.029,-0.014,0.004,0.002,0.013,-0.007,-0.003
range_therm_cond_divi_voro_coord,0.005,-0.03,-0.019,-0.018,-0.022,-0.006,-0.002,-0.008,-0.018,-0.008
range_therm_cond_mult_X,0.015,-0.002,-0.01,-0.029,-0.015,-0.006,-0.011,0.028,0.012,0.015
range_therm_cond_mult_voro_coord,0.022,0.02,-0.0,-0.014,0.01,-0.002,-0.014,0.029,0.004,0.011
range_therm_cond_subs_X,0.012,-0.011,-0.01,-0.027,-0.01,0.0,-0.013,0.022,0.006,0.013
range_therm_cond_subs_atom_mass,-0.0,-0.028,0.006,-0.03,-0.003,0.009,-0.006,0.006,-0.015,0.013
range_therm_cond_subs_atom_rad,0.012,-0.01,-0.01,-0.028,-0.011,-0.0,-0.014,0.022,0.005,0.012
range_therm_cond_subs_bp,-0.001,0.032,-0.01,-0.007,0.014,-0.039,0.017,0.011,-0.035,0.003
range_therm_cond_subs_elec_aff,0.012,-0.01,-0.011,-0.028,-0.01,0.0,-0.014,0.023,0.006,0.013
range_therm_cond_subs_first_ion_en,0.012,-0.011,-0.01,-0.026,-0.01,-0.0,-0.015,0.022,0.007,0.013
range_therm_cond_subs_hfus,0.012,-0.01,-0.01,-0.028,-0.01,0.0,-0.014,0.022,0.005,0.013
range_therm_cond_subs_mol_vol,0.01,-0.012,-0.003,-0.027,-0.011,0.002,-0.014,0.023,0.003,0.011
range_therm_cond_subs_mp,-0.007,0.009,0.015,0.025,-0.005,-0.035,-0.014,0.039,-0.033,-0.031
range_therm_cond_subs_polzbl,0.009,-0.009,-0.007,-0.033,-0.016,0.001,-0.013,0.018,0.0,0.005
range_therm_cond_subs_voro_coord,0.011,-0.011,-0.012,-0.028,-0.017,0.0,-0.012,0.018,0.002,0.012
range_voro_coord,-0.013,-0.015,-0.019,-0.004,-0.002,-0.022,0.019,0.01,-0.006,0.007
range_voro_coord_divi_atom_mass,0.008,0.007,-0.013,-0.025,0.028,0.016,0.003,0.008,-0.021,0.027
range_voro_coord_divi_atom_rad,0.0,-0.012,0.008,0.008,0.002,-0.037,-0.014,0.012,-0.016,-0.014
range_voro_coord_divi_bp,-0.009,-0.006,-0.02,-0.006,-0.02,-0.029,-0.029,-0.01,-0.006,0.004
range_voro_coord_divi_first_ion_en,-0.027,-0.026,0.011,0.007,-0.043,-0.033,-0.001,-0.025,-0.022,0.008
range_voro_coord_divi_hfus,-0.018,-0.008,0.004,0.006,-0.015,-0.002,-0.039,-0.043,-0.011,0.004
range_voro_coord_divi_mol_vol,0.019,-0.008,0.016,0.017,-0.001,0.008,0.013,0.014,-0.025,-0.037
range_voro_coord_divi_mp,-0.019,-0.004,-0.008,0.007,0.016,0.003,-0.067,-0.01,-0.011,-0.019
range_voro_coord_divi_polzbl,0.014,0.01,0.015,-0.021,0.039,0.03,0.015,0.015,-0.02,-0.014
range_voro_coord_divi_therm_cond,-0.01,0.009,0.005,-0.017,-0.038,0.01,-0.002,-0.026,-0.039,-0.008
range_voro_coord_subs_X,-0.018,-0.019,-0.009,0.001,-0.019,-0.032,0.01,0.0,-0.008,0.004
range_voro_coord_subs_atom_mass,-0.002,-0.021,0.02,-0.029,0.023,0.004,-0.002,0.002,-0.03,0.024
range_voro_coord_subs_atom_rad,-0.012,-0.013,-0.019,-0.008,0.004,-0.026,0.009,0.01,-0.002,-0.0
range_voro_coord_subs_bp,-0.0,0.033,-0.009,-0.004,0.01,-0.044,0.012,0.009,-0.039,-0.002
range_voro_coord_subs_elec_aff,-0.018,-0.029,-0.006,0.004,-0.018,-0.032,0.011,0.001,-0.006,-0.002
range_voro_coord_subs_first_ion_en,-0.024,-0.031,0.007,0.011,-0.034,-0.035,0.01,-0.018,-0.009,0.007
range_voro_coord_subs_hfus,-0.014,-0.018,-0.018,-0.006,-0.003,-0.025,0.013,0.007,-0.006,0.003
range_voro_coord_subs_mol_vol,0.01,-0.011,0.024,0.014,0.007,-0.008,-0.001,0.024,0.005,-0.019
range_voro_coord_subs_mp,-0.004,0.015,0.01,0.017,0.006,-0.026,-0.001,0.051,-0.018,-0.01
range_voro_coord_subs_polzbl,-0.005,0.01,0.013,-0.042,0.011,0.014,-0.001,0.007,0.002,-0.018
range_voro_coord_subs_therm_cond,0.011,-0.011,-0.012,-0.028,-0.017,0.0,-0.012,0.018,0.002,0.012
max_C-0,0.035,0.01,0.01,0.005,-0.002,-0.019,-0.004,0.016,0.0,-0.006
max_C-1,0.034,0.008,0.018,0.002,0.018,0.005,0.001,0.005,-0.006,0.004
max_C-10,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
max_C-11,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
max_C-12,0.033,0.006,0.021,0.005,0.016,0.004,-0.004,0.005,-0.006,0.006
max_C-13,0.034,0.009,0.017,0.001,0.022,0.008,0.005,0.006,-0.006,0.001
max_C-14,0.034,0.008,0.012,0.005,-0.001,-0.015,-0.001,0.02,-0.001,-0.008
max_C-15,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
max_C-16,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
max_C-17,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
max_C-18,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
max_C-19,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
max_C-2,0.033,0.006,0.021,0.005,0.016,0.004,-0.004,0.005,-0.006,0.006
max_C-20,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
max_C-21,0.034,0.013,-0.003,-0.003,-0.009,-0.015,-0.003,0.023,0.006,0.009
max_C-22,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
max_C-23,-0.021,0.001,0.008,0.028,-0.01,-0.03,0.02,-0.018,0.014,0.005
max_C-24,-0.021,0.001,0.008,0.028,-0.01,-0.03,0.02,-0.018,0.014,0.005
max_C-25,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
max_C-26,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
max_C-27,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
max_C-28,0.031,0.01,0.002,-0.003,-0.009,-0.015,-0.001,0.029,0.014,0.014
max_C-29,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
max_C-3,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
max_C-30,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
max_C-31,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
max_C-32,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
max_C-33,-0.021,0.001,0.008,0.028,-0.01,-0.03,0.02,-0.018,0.014,0.005
max_C-34,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
max_C-35,0.032,0.011,-0.0,-0.004,-0.009,-0.015,-0.001,0.028,0.015,0.018
max_C-4,-0.021,0.001,0.008,0.028,-0.01,-0.03,0.02,-0.018,0.014,0.005
max_C-5,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
max_C-6,0.034,0.008,0.018,0.002,0.018,0.005,0.001,0.005,-0.006,0.004
max_C-7,0.034,0.009,0.013,0.008,-0.006,-0.021,-0.009,0.016,0.0,-0.003
max_C-8,0.034,0.009,0.017,0.001,0.022,0.008,0.005,0.006,-0.006,0.001
max_C-9,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
max_GV,0.032,0.011,0.001,0.0,-0.013,-0.024,-0.006,0.026,0.009,0.005
max_KV,0.035,0.008,0.016,0.004,0.009,-0.005,-0.0,0.013,-0.003,-0.001
max_X,0.015,0.019,0.019,-0.001,0.027,-0.027,-0.0,-0.014,0.016,0.025
max_X_add_voro_coord,0.024,0.025,0.009,0.004,-0.016,0.016,0.017,-0.013,-0.03,0.009
max_X_mult_voro_coord,0.033,0.019,0.017,0.008,0.012,0.003,-0.014,-0.007,-0.017,-0.004
max_X_subs_atom_mass,0.007,-0.028,-0.022,-0.005,-0.007,0.016,-0.005,0.008,-0.032,0.012
max_X_subs_atom_rad,0.017,-0.022,0.02,-0.007,0.004,-0.03,-0.011,-0.015,0.003,0.01
max_X_subs_bp,-0.017,0.025,-0.027,0.014,0.0,-0.024,0.009,-0.001,-0.025,0.016
max_X_subs_elec_aff,0.001,-0.005,0.009,0.046,-0.022,-0.002,-0.02,0.02,0.029,-0.016
max_X_subs_first_ion_en,-0.018,0.009,-0.008,-0.015,0.014,0.014,-0.024,0.016,-0.021,0.023
max_X_subs_hfus,0.013,0.034,0.016,0.021,0.02,-0.012,-0.013,-0.015,0.005,-0.003
max_X_subs_mol_vol,0.023,-0.021,0.024,0.015,0.001,0.014,-0.011,0.023,-0.019,0.01
max_X_subs_mp,-0.027,0.003,0.002,0.02,0.017,0.002,-0.006,0.025,-0.014,0.001
max_X_subs_polzbl,-0.008,-0.045,0.01,-0.002,0.016,0.0,0.032,-0.023,-0.034,0.001
max_X_subs_therm_cond,-0.025,0.004,0.013,-0.017,-0.002,0.009,0.003,0.015,-0.001,0.002
max_X_subs_voro_coord,-0.025,-0.033,-0.015,-0.001,0.01,-0.036,-0.005,0.011,0.011,-0.009
max_Z,-0.007,0.006,0.035,-0.023,0.024,-0.01,0.005,-0.008,-0.004,0.013
max_atom_mass,-0.008,0.004,0.036,-0.022,0.024,-0.011,0.005,-0.007,-0.003,0.012
max_atom_mass_add_X,-0.007,0.004,0.036,-0.022,0.024,-0.011,0.005,-0.007,-0.003,0.012
max_atom_mass_add_atom_rad,-0.008,0.004,0.036,-0.022,0.024,-0.011,0.005,-0.007,-0.003,0.012
max_atom_mass_add_therm_cond,0.023,0.017,0.015,-0.013,0.024,-0.024,-0.002,0.011,0.029,0.032
max_atom_mass_add_voro_coord,-0.006,0.006,0.036,-0.022,0.021,-0.01,0.007,-0.009,-0.005,0.013
max_atom_mass_divi_atom_rad,0.0,0.006,0.038,-0.015,0.037,-0.015,0.004,-0.01,-0.001,0.022
max_atom_mass_divi_bp,-0.015,0.021,0.004,-0.003,0.004,-0.016,0.01,-0.013,0.001,0.022
max_atom_mass_divi_first_ion_en,-0.013,0.01,0.023,-0.029,0.009,-0.002,0.002,-0.008,-0.006,-0.002
max_atom_mass_divi_hfus,-0.018,0.013,0.002,-0.017,0.023,0.014,-0.036,-0.022,-0.004,-0.006
max_atom_mass_divi_mol_vol,0.021,0.012,0.028,-0.008,0.039,-0.014,-0.0,-0.006,-0.002,0.008
max_atom_mass_divi_mp,-0.022,0.01,0.009,0.007,0.033,0.017,-0.016,0.016,-0.002,-0.006
max_atom_mass_divi_polzbl,0.002,0.013,0.029,0.007,0.039,-0.018,0.006,-0.026,0.003,0.018
max_atom_mass_divi_therm_cond,-0.019,0.005,0.008,-0.031,-0.007,-0.01,-0.027,-0.019,-0.013,-0.015
max_atom_mass_divi_voro_coord,-0.008,0.005,-0.018,-0.035,0.038,-0.03,-0.047,0.005,0.031,-0.014
max_atom_mass_mult_X,0.005,0.011,0.035,-0.005,0.04,-0.021,-0.0,-0.018,0.005,0.024
max_atom_mass_mult_atom_rad,-0.012,0.004,0.031,-0.026,0.01,-0.006,0.006,-0.005,-0.003,0.001
max_atom_mass_mult_therm_cond,0.026,0.02,0.013,-0.006,0.021,-0.026,-0.015,0.011,0.023,0.033
max_atom_mass_mult_voro_coord,0.003,0.014,0.032,-0.013,0.0,-0.0,0.017,-0.017,-0.016,0.026
max_atom_mass_subs_X,-0.008,0.005,0.036,-0.023,0.023,-0.011,0.005,-0.007,-0.003,0.012
max_atom_mass_subs_atom_rad,-0.007,0.004,0.036,-0.022,0.024,-0.011,0.005,-0.007,-0.003,0.012
max_atom_mass_subs_bp,-0.018,0.024,-0.024,0.015,-0.002,-0.025,0.007,-0.003,-0.026,0.012
max_atom_mass_subs_elec_aff,-0.008,0.004,0.036,-0.022,0.023,-0.011,0.005,-0.007,-0.003,0.011
max_atom_mass_subs_first_ion_en,-0.008,0.005,0.035,-0.023,0.023,-0.01,0.005,-0.007,-0.003,0.011
max_atom_mass_subs_hfus,-0.008,0.004,0.036,-0.022,0.024,-0.011,0.005,-0.007,-0.003,0.012
max_atom_mass_subs_mol_vol,-0.004,0.006,0.035,-0.023,0.028,-0.011,0.005,-0.008,-0.004,0.01
max_atom_mass_subs_mp,-0.027,0.004,0.004,0.017,0.018,0.003,-0.004,0.025,-0.012,0.001
max_atom_mass_subs_polzbl,-0.004,0.005,0.036,-0.019,0.033,-0.012,0.006,-0.007,-0.0,0.016
max_atom_mass_subs_therm_cond,-0.02,0.0,0.032,-0.022,0.011,-0.0,0.005,-0.002,-0.002,0.005
max_atom_mass_subs_voro_coord,-0.009,0.003,0.036,-0.023,0.026,-0.012,0.003,-0.005,-0.0,0.011
max_atom_rad,-0.018,0.007,0.016,-0.026,-0.026,0.001,-0.011,-0.011,-0.003,-0.019
max_atom_rad_add_X,0.013,0.035,0.009,0.011,0.026,-0.018,0.008,-0.012,0.022,0.017
max_atom_rad_add_therm_cond,0.026,-0.011,-0.017,-0.013,-0.007,-0.005,-0.013,0.01,0.006,0.009
max_atom_rad_add_voro_coord,0.015,0.023,0.008,0.003,-0.032,0.013,0.023,-0.016,-0.03,0.014
max_atom_rad_divi_atom_mass,0.013,-0.023,-0.027,-0.012,-0.008,0.012,0.003,-0.002,-0.016,-0.003
max_atom_rad_divi_bp,-0.015,0.029,-0.016,0.007,-0.01,-0.014,0.014,-0.011,0.002,0.008
max_atom_rad_divi_first_ion_en,-0.018,0.014,0.005,-0.03,-0.014,0.013,-0.012,-0.012,-0.005,-0.014
max_atom_rad_divi_hfus,-0.018,0.012,-0.005,-0.008,0.016,0.02,-0.048,-0.02,-0.005,-0.012
max_atom_rad_divi_mol_vol,0.029,0.003,0.009,0.02,-0.001,0.019,-0.002,0.004,-0.015,-0.018
max_atom_rad_divi_mp,-0.021,0.003,0.006,0.017,0.022,0.021,-0.021,0.029,0.003,-0.004
max_atom_rad_divi_polzbl,-0.01,-0.013,0.009,0.001,0.036,0.022,0.054,-0.02,-0.021,-0.018
max_atom_rad_divi_therm_cond,-0.018,0.01,0.001,-0.031,-0.013,-0.006,-0.029,-0.018,-0.015,-0.018
max_atom_rad_divi_voro_coord,-0.008,0.001,-0.022,-0.034,0.034,-0.031,-0.049,0.007,0.03,-0.019
max_atom_rad_mult_X,0.012,0.036,0.007,0.015,0.023,-0.017,0.009,-0.013,0.022,0.012
max_atom_rad_mult_therm_cond,0.029,-0.001,-0.017,-0.013,-0.002,-0.004,-0.016,0.014,0.011,0.016
max_atom_rad_mult_voro_coord,0.001,0.015,0.019,0.002,-0.049,0.011,0.018,-0.02,-0.031,0.008
max_atom_rad_subs_X,-0.012,0.022,-0.004,-0.029,-0.03,-0.004,-0.005,0.0,0.01,0.014
max_atom_rad_subs_atom_mass,0.007,-0.028,-0.022,-0.005,-0.007,0.016,-0.005,0.008,-0.032,0.012
max_atom_rad_subs_bp,-0.017,0.025,-0.027,0.014,0.0,-0.024,0.009,-0.001,-0.025,0.016
max_atom_rad_subs_elec_aff,-0.011,0.002,0.013,-0.008,-0.033,0.014,-0.005,0.006,0.039,-0.026
max_atom_rad_subs_first_ion_en,-0.02,0.013,-0.005,-0.027,-0.003,0.009,-0.015,0.007,-0.012,0.022
max_atom_rad_subs_hfus,-0.018,0.009,0.01,-0.026,-0.019,0.008,-0.018,-0.017,-0.001,-0.024
max_atom_rad_subs_mol_vol,0.022,-0.02,0.024,0.016,0.001,0.014,-0.011,0.023,-0.02,0.01
max_atom_rad_subs_mp,-0.027,0.003,0.002,0.02,0.017,0.002,-0.006,0.025,-0.014,0.001
max_atom_rad_subs_polzbl,-0.01,-0.043,0.007,-0.001,0.016,0.001,0.032,-0.02,-0.039,0.002
max_atom_rad_subs_therm_cond,-0.025,0.004,0.013,-0.017,-0.003,0.008,0.003,0.015,-0.001,0.002
max_atom_rad_subs_voro_coord,-0.024,-0.027,-0.02,-0.008,0.018,-0.033,-0.007,0.015,0.015,-0.01
max_avg_ion_rad,-0.017,0.006,0.013,-0.022,-0.029,0.001,-0.014,-0.013,0.004,0.002
max_block,-0.001,0.025,-0.01,-0.044,-0.005,0.011,0.022,0.003,-0.009,-0.018
max_bp,0.02,0.009,0.02,-0.021,0.012,-0.021,0.005,0.012,-0.014,-0.02
max_bp_add_X,0.02,0.009,0.02,-0.021,0.012,-0.021,0.005,0.012,-0.014,-0.02
max_bp_add_atom_mass,0.019,0.01,0.021,-0.023,0.015,-0.02,0.007,0.012,-0.01,-0.014
max_bp_add_atom_rad,0.02,0.009,0.02,-0.021,0.012,-0.021,0.005,0.012,-0.014,-0.02
max_bp_add_mp,0.028,0.017,0.01,-0.018,0.001,-0.028,0.011,0.019,-0.014,-0.023
max_bp_add_therm_cond,0.022,0.008,0.02,-0.019,0.008,-0.024,0.002,0.01,-0.016,-0.022
max_bp_add_voro_coord,0.02,0.009,0.02,-0.021,0.012,-0.021,0.006,0.012,-0.014,-0.019
max_bp_divi_atom_mass,0.013,-0.028,-0.022,-0.013,-0.011,0.006,0.002,-0.002,-0.016,-0.004
max_bp_divi_atom_rad,0.025,-0.017,0.013,-0.016,0.005,-0.016,-0.002,0.007,-0.014,-0.009
max_bp_divi_first_ion_en,-0.005,-0.003,0.029,-0.022,-0.008,-0.006,-0.001,0.006,-0.006,-0.023
max_bp_divi_hfus,-0.018,0.003,0.006,-0.008,0.023,0.027,-0.038,-0.012,-0.004,-0.019
max_bp_divi_mol_vol,0.033,0.0,0.016,0.006,0.005,0.006,0.002,0.013,-0.015,-0.013
max_bp_divi_mp,-0.02,-0.005,0.012,0.016,0.025,0.027,-0.023,0.032,0.001,-0.006
max_bp_divi_polzbl,0.019,-0.028,0.018,-0.015,0.022,0.012,0.013,-0.001,-0.019,-0.001
max_bp_divi_therm_cond,-0.015,0.011,-0.002,-0.038,-0.003,-0.001,-0.024,-0.012,-0.01,-0.022
max_bp_divi_voro_coord,-0.006,-0.004,-0.023,-0.037,0.033,-0.03,-0.051,0.006,0.026,-0.022
max_bp_mult_X,0.028,0.001,0.024,-0.01,0.02,-0.015,-0.01,0.009,-0.0,0.015
max_bp_mult_atom_mass,0.002,0.001,0.038,-0.024,0.026,-0.014,0.006,-0.0,0.0,0.002
max_bp_mult_atom_rad,0.0,-0.001,0.028,-0.025,-0.003,-0.009,0.004,0.008,-0.006,-0.027
max_bp_mult_mp,0.028,0.012,0.018,-0.009,-0.007,-0.037,0.003,0.022,-0.003,-0.01
max_bp_mult_therm_cond,0.029,-0.006,-0.009,-0.014,-0.006,-0.012,-0.009,0.019,0.011,0.013
max_bp_mult_voro_coord,0.024,0.018,0.021,-0.008,-0.002,0.008,0.034,0.011,-0.009,0.02
max_bp_subs_X,0.02,0.009,0.02,-0.021,0.012,-0.021,0.005,0.012,-0.014,-0.02
max_bp_subs_atom_mass,0.021,0.007,0.02,-0.019,0.007,-0.023,0.003,0.011,-0.019,-0.025
max_bp_subs_atom_rad,0.02,0.009,0.02,-0.021,0.012,-0.021,0.005,0.012,-0.014,-0.02
max_bp_subs_elec_aff,0.02,0.009,0.02,-0.021,0.012,-0.021,0.005,0.012,-0.014,-0.02
max_bp_subs_first_ion_en,0.02,0.009,0.02,-0.021,0.012,-0.021,0.005,0.012,-0.014,-0.02
max_bp_subs_hfus,0.02,0.009,0.02,-0.021,0.012,-0.021,0.005,0.012,-0.014,-0.02
max_bp_subs_mol_vol,0.02,0.009,0.02,-0.021,0.012,-0.021,0.005,0.012,-0.014,-0.019
max_bp_subs_mp,-0.011,-0.012,0.035,-0.011,0.032,0.018,-0.007,0.011,-0.007,-0.013
max_bp_subs_polzbl,0.02,0.009,0.02,-0.021,0.012,-0.022,0.005,0.012,-0.014,-0.02
max_bp_subs_therm_cond,0.018,0.009,0.021,-0.023,0.014,-0.019,0.008,0.013,-0.013,-0.018
max_bp_subs_voro_coord,0.02,0.009,0.02,-0.021,0.011,-0.022,0.004,0.012,-0.014,-0.02
max_coulmn,-0.016,0.002,-0.038,-0.01,0.034,0.022,0.086,0.023,0.011,-0.001
max_e1,0.017,0.019,-0.002,0.005,0.014,0.044,0.015,-0.001,-0.018,-0.033
max_e2,0.007,0.009,0.008,0.017,0.008,0.038,-0.001,0.009,-0.018,-0.033
max_e3,0.022,0.024,-0.01,-0.006,0.016,0.045,0.026,-0.001,-0.014,-0.014
max_elec_aff,0.013,-0.02,0.021,-0.013,0.032,-0.01,0.008,-0.03,0.012,0.035
max_elec_aff_add_X,0.015,-0.01,0.02,-0.012,0.034,-0.016,0.007,-0.032,0.011,0.029
max_elec_aff_add_atom_mass,-0.007,0.005,0.036,-0.022,0.024,-0.011,0.005,-0.008,-0.003,0.012
max_elec_aff_add_atom_rad,0.007,-0.01,0.037,-0.002,0.032,-0.017,-0.01,-0.034,0.009,0.039
max_elec_aff_add_bp,0.02,0.009,0.02,-0.021,0.012,-0.021,0.005,0.012,-0.014,-0.02
max_elec_aff_add_mol_vol,-0.029,-0.014,0.034,-0.006,-0.023,-0.004,0.01,0.009,0.011,0.012
max_elec_aff_add_mp,0.032,0.014,0.008,-0.006,-0.016,-0.033,0.007,0.027,-0.003,-0.013
max_elec_aff_add_therm_cond,0.026,-0.011,-0.017,-0.013,-0.007,-0.005,-0.013,0.01,0.005,0.009
max_elec_aff_add_voro_coord,0.023,0.03,0.006,-0.005,-0.008,0.017,0.021,-0.014,-0.024,0.029
max_elec_aff_mult_X,0.014,-0.012,0.022,-0.012,0.034,-0.014,0.005,-0.032,0.011,0.03
max_elec_aff_mult_atom_mass,0.008,0.006,0.033,-0.003,0.04,-0.02,-0.011,-0.027,0.005,0.034
max_elec_aff_mult_atom_rad,0.01,-0.009,0.029,-0.008,0.037,-0.012,0.004,-0.031,0.015,0.043
max_elec_aff_mult_bp,0.02,-0.013,0.025,-0.014,0.027,-0.012,-0.01,-0.017,0.003,0.029
max_elec_aff_mult_mol_vol,-0.018,-0.037,0.024,0.014,0.004,-0.034,0.024,-0.034,0.023,0.033
max_elec_aff_mult_mp,0.024,-0.009,0.023,-0.011,0.019,-0.02,-0.017,-0.017,-0.001,0.022
max_elec_aff_mult_therm_cond,0.025,-0.016,-0.008,-0.02,0.002,-0.008,-0.001,0.002,0.006,0.017
max_elec_aff_mult_voro_coord,0.024,0.011,0.024,-0.009,0.034,-0.001,-0.011,-0.016,-0.002,0.037
max_elec_aff_subs_X,0.001,-0.0,0.003,-0.01,-0.017,-0.03,-0.014,-0.019,0.003,0.059
max_elec_aff_subs_atom_mass,0.007,-0.028,-0.022,-0.005,-0.007,0.016,-0.004,0.008,-0.032,0.012
max_elec_aff_subs_atom_rad,0.012,-0.031,0.018,-0.013,0.019,-0.014,0.003,-0.031,-0.001,0.022
max_elec_aff_subs_bp,-0.017,0.025,-0.027,0.014,0.0,-0.024,0.009,-0.001,-0.025,0.016
max_elec_aff_subs_first_ion_en,-0.017,0.012,-0.012,-0.023,0.001,-0.001,-0.024,0.002,-0.03,0.037
max_elec_aff_subs_hfus,0.011,-0.007,0.027,-0.009,0.042,-0.004,0.004,-0.032,0.009,0.039
max_elec_aff_subs_mol_vol,0.022,-0.021,0.025,0.011,0.004,0.014,-0.009,0.022,-0.022,0.013
max_elec_aff_subs_mp,-0.027,0.003,0.002,0.02,0.017,0.002,-0.006,0.025,-0.014,0.001
max_elec_aff_subs_polzbl,-0.005,-0.046,0.013,-0.005,0.016,-0.006,0.023,-0.03,-0.034,0.006
max_elec_aff_subs_therm_cond,-0.025,0.004,0.013,-0.017,-0.002,0.008,0.003,0.015,-0.001,0.003
max_elec_aff_subs_voro_coord,-0.024,-0.036,-0.013,-0.003,0.01,-0.037,-0.004,0.009,0.01,-0.007
max_first_ion_en,0.004,-0.009,0.009,-0.002,0.03,-0.015,0.034,-0.039,0.004,0.006
max_first_ion_en_add_X,0.005,-0.007,0.013,-0.002,0.032,-0.015,0.033,-0.034,0.009,0.013
max_first_ion_en_add_atom_mass,-0.007,0.004,0.037,-0.021,0.024,-0.012,0.004,-0.008,-0.003,0.012
max_first_ion_en_add_atom_rad,0.002,-0.002,0.011,0.003,0.032,-0.017,0.031,-0.038,0.004,0.003
max_first_ion_en_add_bp,0.02,0.009,0.02,-0.021,0.012,-0.021,0.005,0.012,-0.014,-0.02
max_first_ion_en_add_elec_aff,0.007,-0.015,0.014,-0.007,0.033,-0.015,0.027,-0.04,0.005,0.012
max_first_ion_en_add_mol_vol,-0.032,-0.021,0.042,0.008,-0.029,-0.016,0.011,0.007,0.017,0.016
max_first_ion_en_add_mp,0.032,0.014,0.009,-0.006,-0.016,-0.033,0.006,0.027,-0.003,-0.013
max_first_ion_en_add_therm_cond,0.026,-0.011,-0.017,-0.014,-0.007,-0.005,-0.012,0.01,0.005,0.009
max_first_ion_en_add_voro_coord,0.03,0.022,0.013,0.003,-0.001,0.017,0.024,-0.005,-0.021,0.014
max_first_ion_en_divi_atom_mass,0.01,-0.03,-0.024,-0.012,-0.011,0.003,0.002,-0.008,-0.017,-0.005
max_first_ion_en_divi_atom_rad,0.007,-0.041,0.001,-0.01,0.004,-0.014,0.016,-0.029,-0.009,-0.005
max_first_ion_en_divi_bp,-0.02,0.006,-0.002,0.025,-0.008,-0.028,0.022,-0.021,0.005,0.003
max_first_ion_en_divi_hfus,-0.016,0.011,-0.007,0.004,0.025,0.023,-0.048,-0.008,0.002,-0.012
max_first_ion_en_divi_mol_vol,0.03,-0.005,0.013,0.009,0.004,0.016,0.003,0.001,-0.02,-0.013
max_first_ion_en_divi_mp,-0.022,0.003,0.003,0.022,0.021,0.015,-0.002,0.033,0.003,-0.007
max_first_ion_en_divi_polzbl,-0.002,-0.035,0.006,-0.006,0.025,0.006,0.045,-0.03,-0.017,-0.013
max_first_ion_en_divi_therm_cond,-0.024,0.0,0.011,-0.019,-0.012,-0.013,-0.031,-0.015,-0.007,-0.017
max_first_ion_en_divi_voro_coord,-0.012,-0.01,-0.021,-0.029,0.028,-0.037,-0.042,0.002,0.029,-0.017
max_first_ion_en_mult_X,0.008,0.002,0.018,-0.001,0.034,-0.02,0.022,-0.03,0.012,0.019
max_first_ion_en_mult_atom_mass,-0.002,0.001,0.043,-0.006,0.033,-0.023,-0.003,-0.019,-0.001,0.02
max_first_ion_en_mult_atom_rad,-0.01,0.002,0.024,0.025,0.009,-0.031,0.012,-0.023,0.027,0.009
max_first_ion_en_mult_bp,0.027,-0.001,0.022,-0.016,0.022,-0.017,0.001,0.001,-0.014,-0.005
max_first_ion_en_mult_elec_aff,0.011,-0.018,0.022,-0.011,0.033,-0.014,0.008,-0.035,0.009,0.029
